2018-08-01T00:00:00Z,2018-09-01T00:00:00Z,2018-07-01T00:00:00Z,2018-11-01T00:00:00Z,2018-08-21T00:00:00Z,2018-03-01T00:00:00Z,2018-12-01T00:00:00Z,2018-03-11T00:00:00Z,2018-11-11T00:00:00Z,2018-05-01T00:00:00Z,2018-10-11T00:00:00Z,2018-09-11T00:00:00Z,2018-04-21T00:00:00Z,2018-08-11T00:00:00Z,2018-04-11T00:00:00Z,2018-05-11T00:00:00Z,2018-02-01T00:00:00Z,2018-07-11T00:00:00Z,2018-10-01T00:00:00Z,2018-06-11T00:00:00Z
0.5068766325712197,0.6663091778755188,0.6150110960006712,0.780715525150299,0.6163707673549651,0.6914626657962799,0.5855054557323455,0.7669309079647064,0.6244550049304961,0.842361569404602,0.7788819372653961,0.7998278141021727,0.6276390552520752,0.7190909385681152,0.5632888674736023,0.8050535619258881,0.5124515295028687,0.5575290024280538,0.8415676653385162,0.8477969467639923
