2018-08-01T00:00:00Z,2018-09-01T00:00:00Z,2018-07-01T00:00:00Z,2018-11-01T00:00:00Z,2018-08-21T00:00:00Z,2018-03-01T00:00:00Z,2018-12-01T00:00:00Z,2018-03-11T00:00:00Z,2018-11-11T00:00:00Z,2018-05-01T00:00:00Z,2018-10-11T00:00:00Z,2018-09-11T00:00:00Z,2018-04-21T00:00:00Z,2018-08-11T00:00:00Z,2018-04-11T00:00:00Z,2018-05-11T00:00:00Z,2018-02-01T00:00:00Z,2018-07-11T00:00:00Z,2018-10-01T00:00:00Z,2018-06-11T00:00:00Z
0.25914867451202106,0.18107449066088965,0.17113177196618748,0.09330361829956292,0.22052326715806722,0.06242399340261008,0.12936941713105907,0.10485719452156927,0.1379582100229266,0.068241365935331,0.07147778123499081,0.0784503089422537,0.058536294708924394,0.14169317299229575,0.09771993272640953,0.06743050807715029,0.05940932816025879,0.23216101731537314,0.053948203485725335,0.08801222498719302
